poi_number,group,route,net_worth
959,Group 12,ACEDB,986
960,Group 3,DBECA,541
961,Group 15,DBEAC,16
962,Group 7,CBAED,73
963,Group 15,ACEDB,979
964,Group 7,BDAEC,198
965,Group 19,CEBAD,941
966,Group 13,ACEBD,266
967,Group 15,CEADB,502
968,Group 11,BECDA,18
969,Group 7,ACEDB,399
970,Group 17,EDCBA,784
971,Group 9,DABEC,762
972,Group 7,BDCEA,796
973,Group 2,CBADE,878
974,Group 20,CBADE,547
975,Group 10,DACEB,362
976,Group 11,CBDEA,256
977,Group 4,DEBAC,509
978,Group 9,EDACB,31
979,Group 19,DBCEA,818
980,Group 1,EDBAC,112
981,Group 12,CBAED,168
982,Group 20,DEABC,840
983,Group 17,ECADB,550
984,Group 9,ACBDE,904
985,Group 4,BDECA,910
986,Group 14,ABCDE,843
987,Group 6,BCEAD,660
988,Group 7,CDAEB,294
989,Group 3,ABEDC,130
990,Group 7,ACEDB,706
991,Group 5,CEBDA,911
992,Group 16,DBCEA,182
993,Group 17,ADBCE,186
994,Group 2,DCBEA,477
995,Group 11,CAEDB,445
996,Group 12,ACDEB,930
997,Group 9,ABECD,611
998,Group 7,EDBAC,342
999,Group 10,CAEBD,165
1000,Group 12,ABCDE,368
1001,Group 15,ADCBE,184
1002,Group 4,DEBAC,130
1003,Group 17,AEBCD,763
1004,Group 4,ABCDE,742
1005,Group 3,EBACD,863
1006,Group 4,CDEAB,414
1007,Group 20,ACDEB,342
1008,Group 19,CEBDA,206
1009,Group 11,ACDBE,849
1010,Group 15,DCEAB,915
1011,Group 11,AEBCD,317
1012,Group 7,ADBEC,559
1013,Group 9,DAEBC,780
1014,Group 13,DCBEA,322
1015,Group 6,EBCAD,429
1016,Group 6,EACDB,520
1017,Group 6,BCEDA,72
1018,Group 18,EBDCA,340
1019,Group 6,ADBCE,605
1020,Group 2,CEADB,188
1021,Group 11,AEBCD,562
1022,Group 7,BCDAE,620
1023,Group 19,CADBE,625
1024,Group 12,AEBDC,769
1025,Group 1,CBADE,519
1026,Group 17,CBAED,663
1027,Group 8,ECADB,382
1028,Group 19,ECDAB,453
1029,Group 9,DABCE,927
1030,Group 10,DAEBC,879
1031,Group 18,ADBEC,728
1032,Group 19,ADCEB,13
1033,Group 14,BCEDA,890
1034,Group 10,EDBAC,861
1035,Group 17,ACBDE,649
1036,Group 12,EBDAC,720
1037,Group 20,EDCAB,314
1038,Group 10,CDABE,689
1039,Group 6,DEBAC,39
1040,Group 13,BACDE,488
1041,Group 19,DBCEA,460
1042,Group 3,BDAEC,892
1043,Group 18,CEBDA,490
1044,Group 8,DECBA,194
1045,Group 16,CDBEA,377
1046,Group 15,ABCDE,76
1047,Group 8,EDACB,194
1048,Group 5,AEBDC,94
1049,Group 8,BECAD,448
1050,Group 8,DACBE,936
1051,Group 10,BEDAC,441
1052,Group 17,DBAEC,651
1053,Group 13,ABCDE,824
1054,Group 9,DAEBC,982
1055,Group 7,ABDCE,96
1056,Group 3,BADCE,833
1057,Group 7,DCEAB,951
1058,Group 18,DECAB,505
1059,Group 12,EBCDA,74
1060,Group 4,CEABD,233
1061,Group 5,BCDAE,992
1062,Group 7,DECBA,86
1063,Group 17,ECABD,629
1064,Group 10,CEADB,188
1065,Group 11,AEBDC,124
1066,Group 2,CADEB,237
1067,Group 6,CBADE,896
1068,Group 18,DAEBC,180
1069,Group 10,DEACB,792
1070,Group 20,BEACD,662
1071,Group 17,DCABE,689
1072,Group 12,EDBAC,613
1073,Group 18,CDBEA,454
1074,Group 16,CDEBA,965
1075,Group 7,DCBAE,850
1076,Group 18,CBEDA,91
1077,Group 6,EDBAC,536
1078,Group 2,AEDBC,210
1079,Group 14,BCAED,286
1080,Group 5,CDABE,188
1081,Group 6,ECDBA,588
1082,Group 14,DBEAC,911
1083,Group 5,DCEAB,25
1084,Group 6,DBACE,985
1085,Group 11,BDCAE,841
1086,Group 18,BAEDC,693
1087,Group 12,CBAED,357
1088,Group 3,CEADB,347
1089,Group 11,ACDEB,809
1090,Group 13,DBCEA,170
1091,Group 2,BCADE,169
1092,Group 3,CBDAE,146
1093,Group 3,CDEAB,308
1094,Group 17,CEDBA,496
1095,Group 12,CDABE,102
1096,Group 16,CBDAE,926
1097,Group 14,CEDBA,28
1098,Group 12,DBAEC,788
1099,Group 3,DCABE,90
1100,Group 5,ECABD,642
1101,Group 1,AECBD,328
1102,Group 5,CDABE,110
1103,Group 12,CABED,152
1104,Group 11,ADCBE,672
1105,Group 16,CDAEB,612
1106,Group 17,DACBE,711
1107,Group 9,DCBEA,696
1108,Group 8,BCAED,525
1109,Group 1,ACEDB,385
1110,Group 4,CBEAD,206
1111,Group 19,BCAED,398
1112,Group 3,ACEBD,919
1113,Group 20,EDABC,263
1114,Group 12,DABCE,249
1115,Group 16,DCABE,679
1116,Group 14,CAEBD,128
1117,Group 20,BCAED,17
1118,Group 1,CDEBA,83
1119,Group 15,BDCAE,176
1120,Group 4,DEABC,389
1121,Group 14,BCADE,945
1122,Group 14,AEDCB,227
1123,Group 9,BECDA,525
1124,Group 10,DCBAE,734
1125,Group 17,ADCEB,683
1126,Group 5,BCAED,285
1127,Group 1,BDAEC,849
1128,Group 7,EDCBA,475
1129,Group 15,DAEBC,921
1130,Group 20,CBEAD,552
1131,Group 11,BACDE,157
1132,Group 2,ABCED,585
1133,Group 16,AEDBC,403
1134,Group 13,ECBDA,526
1135,Group 1,EBCAD,445
1136,Group 16,DCEBA,234
1137,Group 17,AEBCD,848
1138,Group 16,CADEB,436
1139,Group 3,ECDAB,228
1140,Group 15,ECBAD,921
1141,Group 20,ADCEB,311
1142,Group 12,DABCE,389
1143,Group 2,DACBE,479
1144,Group 3,CEBDA,937
1145,Group 18,EBACD,852
1146,Group 17,CBDEA,540
1147,Group 10,BEDAC,584
1148,Group 2,BDECA,750
1149,Group 4,DBCEA,923
1150,Group 10,AEBDC,977
1151,Group 19,CDABE,206
1152,Group 9,ABCED,714
1153,Group 10,BCEDA,22
1154,Group 16,BDCAE,512
1155,Group 10,ADBEC,588
1156,Group 19,CABED,517
1157,Group 20,CEBAD,898
1158,Group 2,BADEC,245
1159,Group 7,DBCAE,131
1160,Group 1,BACED,545
1161,Group 18,BAEDC,655
1162,Group 19,EDABC,891
1163,Group 11,EABCD,61
1164,Group 5,AECDB,575
1165,Group 9,CEBDA,599
1166,Group 20,CABDE,499
1167,Group 5,ADCBE,206
1168,Group 8,ACEBD,949
1169,Group 5,CAEDB,923
1170,Group 3,EACDB,758
1171,Group 10,AEDCB,609
1172,Group 5,CDAEB,621
1173,Group 1,BADCE,939
1174,Group 13,ABDCE,496
1175,Group 7,EDABC,251
1176,Group 3,BECAD,429
1177,Group 1,BDCEA,313
1178,Group 4,AEBDC,332
1179,Group 4,DEBAC,155
1180,Group 9,CAEBD,706
1181,Group 1,BEACD,51
1182,Group 15,DAECB,814
1183,Group 1,BEDCA,226
1184,Group 15,AECDB,562
1185,Group 10,ADCEB,136
1186,Group 10,BEDAC,572
1187,Group 18,CEBAD,425
1188,Group 11,AEDCB,290
1189,Group 19,ACEBD,361
1190,Group 19,CBEAD,729
1191,Group 2,BDEAC,202
1192,Group 2,CEADB,478
1193,Group 11,BAEDC,755
1194,Group 15,DEBCA,256
1195,Group 16,ABCDE,185
1196,Group 15,EABDC,445
1197,Group 5,BAEDC,93
1198,Group 17,BCADE,361
1199,Group 6,DBAEC,531
1200,Group 1,EDBCA,860
1201,Group 7,CDEBA,308
1202,Group 18,DAEBC,143
1203,Group 15,CAEBD,448
1204,Group 20,CBEAD,182
1205,Group 19,BCAED,548
1206,Group 11,DCBEA,732
1207,Group 1,BCEDA,190
1208,Group 7,EDBCA,110
1209,Group 18,BDECA,70
1210,Group 17,EBADC,395
1211,Group 9,DEABC,603
1212,Group 6,BDCAE,433
1213,Group 14,CDABE,598
1214,Group 20,BCDEA,318
1215,Group 11,DABCE,353
1216,Group 10,EDBAC,33
1217,Group 7,ABDCE,872
1218,Group 3,CEDBA,375
1219,Group 5,ECBAD,32
1220,Group 4,BCEDA,842
1221,Group 2,EDBCA,826
1222,Group 3,BCAED,337
1223,Group 20,ABDEC,751
1224,Group 7,BDAEC,622
1225,Group 20,AEDBC,953
1226,Group 17,CEBAD,133
1227,Group 5,DBCAE,46
1228,Group 7,ACDEB,643
1229,Group 6,AEDCB,933
1230,Group 3,EDABC,599
1231,Group 18,EBACD,235
1232,Group 10,EDACB,423
1233,Group 10,ABCDE,609
1234,Group 8,DBCEA,177
1235,Group 10,CEDBA,472
1236,Group 11,CDABE,505
1237,Group 18,BCAED,796
1238,Group 16,CBDAE,388
1239,Group 3,DEBAC,938
1240,Group 14,BACED,158
1241,Group 20,BEDAC,51
1242,Group 17,DEACB,72
1243,Group 5,AEBDC,534
1244,Group 11,CABED,464
1245,Group 12,EACDB,240
1246,Group 4,DECAB,502
1247,Group 13,BEACD,661
1248,Group 19,ACBDE,914
1249,Group 8,DACEB,424
1250,Group 10,BCADE,759
1251,Group 15,BECDA,710
1252,Group 19,BEADC,230
1253,Group 5,EDBCA,761
1254,Group 3,ECDAB,983
1255,Group 14,EBDCA,71
1256,Group 10,BCDEA,896
1257,Group 8,DEBAC,791
1258,Group 16,ABEDC,226
1259,Group 1,CABED,225
1260,Group 10,AEDBC,483
1261,Group 5,EDACB,139
1262,Group 4,ECDAB,904
1263,Group 3,BDACE,321
1264,Group 4,BDECA,234
1265,Group 4,DECAB,214
1266,Group 1,ECDBA,341
1267,Group 2,CAEDB,963
1268,Group 16,BDAEC,764
1269,Group 13,EBDCA,801
1270,Group 2,CAEBD,498
1271,Group 7,BDCAE,94
1272,Group 19,DBECA,980
1273,Group 19,ACDEB,28
1274,Group 8,EDCAB,159
1275,Group 6,CADEB,439
1276,Group 1,BEDAC,323
1277,Group 1,EBCDA,266
1278,Group 14,BCADE,986
1279,Group 18,ACBED,798
1280,Group 16,CEDBA,611
1281,Group 13,EBADC,742
1282,Group 20,DEABC,722
1283,Group 1,ACBDE,118
1284,Group 4,EBACD,991
1285,Group 11,EDBCA,622
1286,Group 14,BDAEC,847
1287,Group 20,BDCAE,107
1288,Group 5,BADCE,591
1289,Group 18,ACDEB,431
1290,Group 13,ADECB,851
1291,Group 20,ABCDE,805
1292,Group 3,CDEBA,314
1293,Group 18,ACEDB,664
1294,Group 8,CABDE,800
1295,Group 1,BDACE,306
1296,Group 12,BDACE,540
1297,Group 6,BDACE,446
1298,Group 14,ECBDA,31
1299,Group 4,ECABD,375
1300,Group 4,BCDAE,483
1301,Group 8,BCDAE,282
1302,Group 7,CEADB,781
1303,Group 9,CDEAB,254
1304,Group 20,BCEDA,917
1305,Group 18,DCEAB,619
1306,Group 5,ADECB,745
1307,Group 11,BEADC,146
1308,Group 3,BCDEA,446
1309,Group 20,DACEB,127
1310,Group 15,DBCEA,26
1311,Group 13,BACED,676
1312,Group 1,ABECD,14
1313,Group 8,CAEBD,240
1314,Group 16,ABEDC,237
1315,Group 19,ADCEB,666
1316,Group 3,CABDE,273
1317,Group 3,BADCE,36
1318,Group 7,DBACE,34
1319,Group 20,CEBAD,846
1320,Group 16,DCEAB,207
1321,Group 19,EDCAB,450
1322,Group 15,ADBCE,489
1323,Group 17,DECAB,525
1324,Group 16,ACDBE,24
1325,Group 3,BCDAE,95
1326,Group 17,ADCEB,122
1327,Group 6,ECDAB,225
1328,Group 14,BACDE,186
1329,Group 9,CBDAE,581
1330,Group 16,ADBCE,789
1331,Group 10,CABED,636
1332,Group 12,ECBDA,42
1333,Group 12,DEBCA,239
1334,Group 14,CBEDA,121
1335,Group 18,BDECA,878
1336,Group 17,BEACD,940
1337,Group 20,ADCEB,764
1338,Group 18,ECDBA,100
1339,Group 14,DCBAE,372
1340,Group 6,BCEDA,852
1341,Group 18,EACBD,123
1342,Group 12,CBAED,469
1343,Group 7,EACDB,920
1344,Group 1,BEDCA,849
1345,Group 13,BDECA,943
1346,Group 16,EDCBA,558
1347,Group 8,ACBED,3
1348,Group 11,BADEC,344
1349,Group 8,DAECB,646
1350,Group 14,ADBEC,667
1351,Group 20,CEDBA,23
1352,Group 12,CABDE,91
1353,Group 12,BDCAE,626
1354,Group 2,CEABD,770
1355,Group 2,CDAEB,819
1356,Group 15,ADCEB,550
1357,Group 13,AEDBC,179
1358,Group 6,ECADB,407
1359,Group 1,CEBDA,987
1360,Group 10,CBEDA,418
1361,Group 8,EBCAD,49
1362,Group 17,ECADB,305
1363,Group 17,BEDCA,9
1364,Group 7,BCEDA,636
1365,Group 4,BACED,34
1366,Group 8,ACBED,257
1367,Group 19,DAEBC,401
1368,Group 12,AEBCD,734
1369,Group 12,ACEDB,188
1370,Group 18,DACBE,243
1371,Group 4,BCDEA,774
1372,Group 13,BEDAC,667
1373,Group 15,DEBCA,609
1374,Group 12,EDBCA,352
1375,Group 11,ECADB,978
1376,Group 4,DEABC,132
1377,Group 18,CADEB,316
1378,Group 12,DBEAC,164
1379,Group 1,BAECD,386
1380,Group 10,BECDA,38
1381,Group 8,CBEDA,594
1382,Group 1,DEBAC,760
1383,Group 3,DAECB,804
1384,Group 2,CBEAD,6
1385,Group 1,DBECA,442
1386,Group 9,BADEC,846
1387,Group 5,EDABC,651
1388,Group 9,EDCAB,908
1389,Group 14,CADBE,305
1390,Group 12,BEACD,906
1391,Group 3,CDBEA,211
1392,Group 15,AECBD,87
1393,Group 20,AECDB,796
1394,Group 6,EDABC,723
1395,Group 19,CADEB,141
1396,Group 11,BDACE,108
1397,Group 6,EABDC,604
1398,Group 14,BCAED,669
1399,Group 1,ABCDE,326
1400,Group 7,EDCAB,102
1401,Group 2,DEABC,259
1402,Group 13,CDABE,840
1403,Group 14,EBDCA,537
1404,Group 6,ACBED,390
1405,Group 17,ECDBA,249
1406,Group 15,ECADB,677
1407,Group 16,AECDB,909
1408,Group 15,AEDBC,26
1409,Group 16,BAECD,292
1410,Group 14,ECBAD,584
1411,Group 10,ACBDE,166
1412,Group 4,CEABD,722
1413,Group 2,BDAEC,256
1414,Group 8,CAEBD,759
1415,Group 6,BDACE,143
1416,Group 14,BDECA,41
1417,Group 4,EBADC,291
1418,Group 6,AEBCD,122
1419,Group 7,ACEBD,60
1420,Group 13,BACDE,42
1421,Group 1,ACDEB,194
1422,Group 14,EADCB,767
1423,Group 3,BCDAE,459
1424,Group 16,CDABE,248
1425,Group 9,AEBDC,271
1426,Group 20,DCEAB,334
1427,Group 18,DAEBC,75
1428,Group 8,EDCBA,581
1429,Group 20,DCBAE,731
1430,Group 10,CEDAB,579
1431,Group 20,DAECB,991
1432,Group 3,ADECB,147
1433,Group 19,DCAEB,693
1434,Group 14,ECDBA,965
1435,Group 11,DAECB,821
1436,Group 7,CABED,557
1437,Group 3,ABCDE,612
1438,Group 12,EDCBA,826
1439,Group 6,DACBE,156
1440,Group 5,BEDCA,947
1441,Group 6,CEABD,545
1442,Group 10,CDEBA,726
1443,Group 12,BECAD,271
1444,Group 2,BEDCA,467
1445,Group 18,ADECB,441
1446,Group 2,DABEC,985
1447,Group 3,CDBAE,412
1448,Group 6,CEABD,555
1449,Group 9,CBDAE,909
1450,Group 7,ABCDE,62
1451,Group 17,BCEAD,705
1452,Group 19,ACDEB,261
1453,Group 4,DECAB,590
1454,Group 12,DEACB,870
1455,Group 15,BDEAC,950
1456,Group 17,BACED,754
1457,Group 6,BACDE,740
1458,Group 19,BCEDA,175
1459,Group 18,ADECB,346
1460,Group 13,CBEDA,16
1461,Group 7,ADBCE,254
1462,Group 11,ABEDC,491
1463,Group 20,BDEAC,188
1464,Group 18,EBCAD,684
1465,Group 12,ABECD,667
1466,Group 5,BCDAE,833
1467,Group 3,ECDBA,374
1468,Group 17,ADEBC,860
1469,Group 1,EBCAD,187
1470,Group 12,ACDBE,153
1471,Group 19,BCEDA,780
1472,Group 2,ABDCE,554
1473,Group 14,CADEB,224
1474,Group 7,ECBAD,494
1475,Group 18,ABEDC,290
1476,Group 15,ABDCE,269
1477,Group 16,ECDBA,553
1478,Group 4,BDAEC,837
1479,Group 19,DACBE,778
1480,Group 3,EDACB,999
1481,Group 10,AEDBC,354
1482,Group 17,AECBD,564
1483,Group 15,CBDAE,785
1484,Group 9,ACEDB,24
1485,Group 11,AEDCB,495
1486,Group 19,CADBE,140
1487,Group 15,CAEBD,221
1488,Group 16,ACDBE,861
1489,Group 11,ABDCE,530
1490,Group 11,DABEC,755
1491,Group 2,BDACE,385
1492,Group 17,DEABC,626
1493,Group 6,CADEB,157
1494,Group 17,BEADC,58
1495,Group 1,ABECD,567
1496,Group 13,ADECB,751
1497,Group 20,DCEAB,10
1498,Group 4,DBAEC,857
1499,Group 17,AEDBC,949
1500,Group 7,CBADE,369
1501,Group 15,CAEBD,632
1502,Group 8,DCABE,951
1503,Group 6,EBDCA,339
1504,Group 4,BDAEC,126
1505,Group 15,DBCEA,9
1506,Group 12,CBEDA,728
1507,Group 2,ADEBC,625
1508,Group 2,AEBDC,21
1509,Group 13,CBAED,67
1510,Group 11,DCABE,417
1511,Group 2,DEABC,185
1512,Group 14,CDEBA,167
1513,Group 13,BACDE,519
1514,Group 9,DCEBA,539
1515,Group 3,EACDB,65
1516,Group 14,BEADC,481
1517,Group 10,BDECA,503
1518,Group 9,EBCDA,221
1519,Group 18,CABED,905
1520,Group 2,AEDBC,948
1521,Group 16,EDBAC,999
1522,Group 12,BDAEC,565
1523,Group 19,EABDC,314
1524,Group 6,ACDEB,437
1525,Group 14,BEACD,222
1526,Group 14,ECADB,389
1527,Group 5,DBEAC,521
1528,Group 4,EADBC,180
1529,Group 14,DBACE,54
1530,Group 12,ADBEC,703
1531,Group 15,BACDE,21
1532,Group 14,ECDBA,40
1533,Group 11,DCEBA,231
1534,Group 5,ECDBA,239
1535,Group 16,ECBDA,29
1536,Group 4,AEDBC,768
1537,Group 13,DBCEA,202
1538,Group 13,EBDAC,634
1539,Group 3,CADBE,14
1540,Group 14,CADEB,475
1541,Group 16,CDABE,556
1542,Group 9,ABCDE,985
1543,Group 9,EADBC,363
1544,Group 15,DCABE,20
1545,Group 8,ECBDA,300
1546,Group 2,BCDEA,397
1547,Group 5,EDCAB,851
1548,Group 6,CABED,855
1549,Group 19,EADBC,398
1550,Group 19,AECDB,704
1551,Group 2,CEDAB,599
1552,Group 3,CEADB,676
1553,Group 19,EACDB,693
1554,Group 3,DABEC,441
1555,Group 2,DABCE,537
1556,Group 3,ECDAB,417
1557,Group 2,ABDCE,453
1558,Group 12,CEBAD,43
1559,Group 6,EBDCA,907
1560,Group 20,DAEBC,926
1561,Group 12,EBACD,961
1562,Group 15,BEDAC,109
1563,Group 19,DECAB,462
1564,Group 1,ACEDB,394
1565,Group 12,DBECA,825
1566,Group 15,DBECA,144
1567,Group 19,CBEDA,71
1568,Group 5,CBDEA,58
1569,Group 4,DCEAB,71
1570,Group 10,AEBDC,431
1571,Group 17,DAEBC,232
1572,Group 13,AEBDC,236
1573,Group 1,ADECB,379
1574,Group 4,CADEB,548
1575,Group 4,DCBAE,18
1576,Group 4,EDABC,959
1577,Group 9,DAEBC,72
1578,Group 12,BECDA,7
1579,Group 14,CAEDB,28
1580,Group 15,EACDB,82
1581,Group 17,CEBDA,581
1582,Group 1,EACBD,717
1583,Group 13,DCABE,606
1584,Group 6,BAEDC,949
1585,Group 10,DAECB,952
1586,Group 18,BCAED,583
1587,Group 15,ABDEC,873
1588,Group 12,DCABE,277
1589,Group 17,DECAB,25
1590,Group 12,CEDAB,742
1591,Group 15,EBDAC,902
1592,Group 13,DCBAE,877
1593,Group 13,ADECB,92
1594,Group 1,DEABC,938
1595,Group 5,CEDBA,570
1596,Group 9,EABCD,492
1597,Group 20,BDEAC,484
1598,Group 7,ACDEB,146
1599,Group 2,DBACE,347
1600,Group 3,EADCB,89
1601,Group 2,DABCE,901
1602,Group 2,ABECD,730
1603,Group 13,EDCBA,620
1604,Group 14,CDAEB,585
1605,Group 12,CABED,133
1606,Group 19,DBECA,718
1607,Group 9,EDBAC,335
1608,Group 13,BDECA,942
1609,Group 13,BEDAC,846
1610,Group 3,BADEC,6
1611,Group 5,CADBE,590
1612,Group 1,ACBDE,893
1613,Group 1,ADEBC,526
1614,Group 9,BDECA,838
1615,Group 1,CABDE,748
1616,Group 20,BADEC,173
1617,Group 20,ABECD,732
1618,Group 18,BDECA,949
1619,Group 20,DEACB,739
1620,Group 3,EDACB,659
1621,Group 19,BECAD,672
1622,Group 3,DBEAC,16
1623,Group 7,EBACD,569
1624,Group 17,ACDEB,761
1625,Group 6,CEDBA,393
1626,Group 10,ABCDE,655
1627,Group 2,DECBA,69
1628,Group 15,DCABE,199
1629,Group 7,CEDBA,751
1630,Group 15,AECBD,748
1631,Group 16,EACBD,366
1632,Group 16,EBDAC,333
1633,Group 20,CDAEB,415
1634,Group 2,ECADB,894
1635,Group 4,DACEB,738
1636,Group 7,DEACB,99
1637,Group 16,DCEBA,699
1638,Group 2,ECBAD,843
1639,Group 15,CEDBA,246
1640,Group 3,CADEB,1
1641,Group 14,CBDAE,708
1642,Group 3,BADCE,984
1643,Group 14,DBACE,666
1644,Group 8,CDBEA,116
1645,Group 13,ECBAD,587
1646,Group 11,ABECD,742
1647,Group 7,DECAB,969
1648,Group 10,ACBDE,228
1649,Group 14,BDECA,572
1650,Group 7,ABCDE,922
1651,Group 14,DABCE,134
1652,Group 16,BADEC,859
1653,Group 4,BDACE,155
1654,Group 10,DABCE,487
1655,Group 18,DEABC,854
1656,Group 18,BEADC,182
1657,Group 1,DEBCA,57
1658,Group 1,CDBEA,611
1659,Group 13,EABCD,59
1660,Group 3,BADEC,962
1661,Group 4,DBAEC,883
1662,Group 2,BADEC,838
1663,Group 19,BACDE,92
1664,Group 18,DCEBA,735
1665,Group 13,EACDB,638
1666,Group 5,CABDE,36
1667,Group 19,AECBD,97
1668,Group 1,CDEBA,738
1669,Group 12,BDCEA,103
1670,Group 7,DBAEC,85
1671,Group 20,EBCAD,485
1672,Group 10,ECDBA,136
1673,Group 7,ACEBD,306
1674,Group 4,CDABE,795
1675,Group 14,CEABD,786
1676,Group 10,BACED,452
1677,Group 19,DBECA,497
1678,Group 17,BECDA,223
1679,Group 17,DEABC,10
1680,Group 18,ABDCE,333
1681,Group 2,ADBCE,340
1682,Group 2,CEABD,633
1683,Group 13,AEBDC,109
1684,Group 10,BCAED,303
1685,Group 5,BACDE,50
1686,Group 17,AEDBC,871
1687,Group 6,DABEC,163
1688,Group 5,EDBAC,171
1689,Group 4,CEDBA,921
1690,Group 17,ECBDA,323
1691,Group 19,CBADE,8
1692,Group 2,CBAED,461
1693,Group 7,ADEBC,984
1694,Group 12,BDACE,179
1695,Group 8,ECABD,731
1696,Group 7,BDCEA,516
1697,Group 12,EDCBA,465
1698,Group 19,BDCAE,776
1699,Group 14,DAECB,297
1700,Group 18,DBEAC,630
1701,Group 2,DCBAE,687
1702,Group 7,DCABE,582
1703,Group 17,DBACE,62
1704,Group 9,EBCAD,968
1705,Group 15,DABCE,565
1706,Group 9,ACDEB,267
1707,Group 20,BCEDA,995
1708,Group 12,EBCAD,245
1709,Group 5,ECABD,49
1710,Group 10,EDACB,773
1711,Group 11,DACBE,423
1712,Group 20,CEABD,937
1713,Group 3,BADEC,365
1714,Group 4,DBAEC,689
1715,Group 16,DCBAE,216
1716,Group 8,ECDAB,262
1717,Group 12,AEBCD,220
1718,Group 18,DBCEA,31
1719,Group 8,DBAEC,33
1720,Group 5,EBDCA,21
1721,Group 18,ACBED,995
1722,Group 16,EDBCA,892
1723,Group 1,CDBEA,774
1724,Group 5,DACBE,291
1725,Group 2,CDAEB,230
1726,Group 8,CAEBD,420
1727,Group 3,EADCB,109
1728,Group 1,BACED,694
1729,Group 14,CDEAB,151
1730,Group 7,EDCAB,935
1731,Group 11,ADBEC,550
1732,Group 12,CABED,872
1733,Group 10,DACBE,837
1734,Group 14,CABDE,158
1735,Group 8,DEACB,379
1736,Group 2,CEADB,897
1737,Group 13,AEDBC,910
1738,Group 6,ABEDC,492
1739,Group 5,DCEBA,630
1740,Group 18,BDEAC,620
1741,Group 9,CBDEA,259
1742,Group 11,CEBAD,751
1743,Group 6,EBCDA,174
1744,Group 14,BECAD,580
1745,Group 1,BADCE,892
1746,Group 11,CBEAD,845
1747,Group 5,CADBE,799
1748,Group 18,CEBAD,854
1749,Group 1,DEBAC,575
1750,Group 2,DEABC,204
1751,Group 1,BDCAE,43
1752,Group 17,DCABE,40
1753,Group 14,EDBAC,17
1754,Group 7,EABCD,226
1755,Group 17,BADCE,90
1756,Group 19,BECDA,35
1757,Group 17,CABED,327
1758,Group 6,EABCD,557
1759,Group 10,EBADC,506
1760,Group 18,EBCAD,922
1761,Group 6,EBACD,921
1762,Group 3,DBACE,928
1763,Group 17,ADEBC,458
1764,Group 13,DCAEB,29
1765,Group 16,CDBEA,650
1766,Group 12,ADCBE,518
1767,Group 8,BAEDC,795
1768,Group 11,ECABD,855
1769,Group 7,CDBEA,37
1770,Group 13,DBAEC,916
1771,Group 11,DBAEC,226
1772,Group 19,CBDAE,297
1773,Group 17,DACEB,114
1774,Group 1,BECAD,560
1775,Group 7,CDEAB,653
1776,Group 1,CEBAD,204
1777,Group 16,AEDBC,503
1778,Group 11,DEBAC,446
1779,Group 15,ABDCE,678
1780,Group 14,DACBE,875
1781,Group 2,BEDAC,337
1782,Group 8,DBCAE,635
1783,Group 10,EBDCA,282
1784,Group 17,DEBCA,538
1785,Group 4,BDAEC,361
1786,Group 10,DBAEC,540
1787,Group 6,DEBAC,896
1788,Group 18,CDBEA,907
1789,Group 7,ABCDE,421
1790,Group 9,CEBAD,205
1791,Group 20,BECAD,10
1792,Group 2,EACBD,113
1793,Group 14,ABECD,456
1794,Group 19,EADCB,862
1795,Group 7,DBCEA,452
1796,Group 14,ADBCE,374
1797,Group 9,EADBC,666
1798,Group 10,CAEDB,46
1799,Group 9,DABCE,520
1800,Group 2,CEBAD,810
1801,Group 5,ACEDB,745
1802,Group 20,DEBCA,305
1803,Group 3,EDCAB,811
1804,Group 8,CABED,264
1805,Group 9,ACBED,156
1806,Group 20,DBCEA,269
1807,Group 6,DABEC,446
1808,Group 9,DACBE,927
1809,Group 19,CBAED,710
1810,Group 4,EDACB,567
1811,Group 12,AEDCB,179
1812,Group 11,ACEDB,660
1813,Group 18,ACBDE,926
1814,Group 9,CAEBD,611
1815,Group 1,AEDCB,978
1816,Group 17,CBEDA,892
1817,Group 18,EDBCA,920
1818,Group 18,DCAEB,831
1819,Group 3,CBAED,94
1820,Group 20,DCBEA,614
1821,Group 16,ADCEB,211
1822,Group 3,ABDCE,709
1823,Group 3,DCBAE,239
1824,Group 8,ABDCE,271
1825,Group 8,EADCB,228
1826,Group 8,CDEAB,692
1827,Group 5,BDEAC,825
1828,Group 13,CDEBA,456
1829,Group 2,DABCE,15
1830,Group 12,EBCDA,985
1831,Group 2,EACBD,191
1832,Group 12,BAEDC,166
1833,Group 11,CABDE,920
1834,Group 4,EACBD,484
1835,Group 19,CEBDA,958
1836,Group 6,BDAEC,989
1837,Group 4,BCADE,595
1838,Group 9,ADBCE,913
1839,Group 8,DCBEA,536
1840,Group 8,BECDA,203
1841,Group 8,ACEBD,394
1842,Group 6,AEDBC,705
1843,Group 16,DEABC,723
1844,Group 1,CBDAE,528
1845,Group 18,AEDCB,93
1846,Group 12,BECAD,162
1847,Group 9,EABDC,80
1848,Group 16,CABED,430
1849,Group 9,AEBDC,671
1850,Group 20,CDBEA,733
1851,Group 9,DECBA,778
1852,Group 18,CBAED,307
1853,Group 9,CAEBD,286
1854,Group 9,CEBAD,149
1855,Group 13,EACDB,419
1856,Group 11,BEDCA,673
1857,Group 6,EADCB,73
1858,Group 1,EADCB,930
1859,Group 19,BDCEA,861
1860,Group 8,DABEC,705
